,cfg_id,class_name,label,num_nodes
0,0,0,1,56
1,1,1,0,39
2,2,2,1,62
3,3,3,0,31
4,4,4,1,69
5,5,5,1,34
6,6,6,0,43
7,7,7,1,69
8,8,8,0,51
9,9,9,0,53
10,10,10,1,64
11,11,11,1,31
12,12,12,0,19
13,13,13,1,120
14,14,14,1,307
15,15,15,1,54
16,16,16,1,29
17,17,17,0,64
18,18,18,0,50
19,19,19,1,176
20,20,20,1,49
21,21,21,1,133
22,22,22,1,80
23,23,23,0,17
24,24,24,0,49
25,25,25,1,42
26,26,26,1,56
27,27,27,1,77
28,28,28,1,58
29,29,29,0,15
30,30,30,0,33
31,31,31,1,22
32,32,32,0,81
33,33,33,0,152
34,34,34,0,53
35,35,35,1,92
36,36,36,1,31
37,37,37,0,92
38,38,38,0,88
39,39,39,1,61
40,40,40,1,63
41,41,41,0,71
42,42,42,1,159
43,43,43,1,79
44,44,44,0,69
45,45,45,1,63
46,46,46,0,44
47,47,47,1,21
48,48,48,1,54
49,49,49,1,76
50,50,50,1,28
51,51,51,0,108
52,52,52,1,34
53,53,53,1,15
54,54,54,0,142
55,55,55,1,615
56,56,56,1,66
57,57,57,1,267
58,58,58,0,57
59,59,59,1,23
60,60,60,0,55
61,61,61,1,225
62,62,62,1,34
63,63,63,0,63
64,64,64,1,13
65,65,65,0,82
66,66,66,0,44
67,67,67,1,92
68,68,68,1,84
69,69,69,1,11
70,70,70,0,41
71,71,71,1,231
72,72,72,1,582
73,73,73,1,71
74,74,74,0,46
75,75,75,0,69
76,76,76,0,60
77,77,77,0,67
78,78,78,1,55
79,79,79,0,189
80,80,80,1,34
81,81,81,0,47
82,82,82,1,18
83,83,83,1,58
84,84,84,1,94
85,85,85,1,275
86,86,86,1,214
87,87,87,0,31
88,88,88,0,117
89,89,89,1,32
90,90,90,0,25
91,91,91,0,28
92,92,92,0,197
93,93,93,0,184
94,94,94,0,27
95,95,95,0,335
96,96,96,0,89
97,97,97,1,190
98,98,98,0,31
99,99,99,1,137
100,100,100,0,160
101,101,101,1,39
102,102,102,0,51
103,103,103,0,20
104,104,104,0,231
105,105,105,0,21
106,106,106,0,126
107,107,107,1,31
108,108,108,1,73
109,109,109,1,169
110,110,110,1,68
111,111,111,1,595
112,112,112,0,43
113,113,113,0,60
114,114,114,1,101
115,115,115,1,109
116,116,116,0,20
117,117,117,0,33
118,118,118,0,257
119,119,119,1,42
120,120,120,1,145
121,121,121,1,201
122,122,122,0,23
123,123,123,0,137
124,124,124,1,30
125,125,125,1,22
126,126,126,1,41
127,127,127,0,93
128,128,128,1,54
129,129,129,0,34
130,130,130,1,51
131,131,131,1,55
132,132,132,1,53
133,133,133,1,195
134,134,134,0,504
135,135,135,0,113
136,136,136,1,25
137,137,137,0,69
138,138,138,0,407
139,139,139,1,24
140,140,140,1,20
141,141,141,1,33
142,142,142,1,92
143,143,143,0,23
144,144,144,1,76
145,145,145,1,45
146,146,146,0,298
147,147,147,1,88
148,148,148,1,38
149,149,149,1,43
150,150,150,1,64
151,151,151,1,37
152,152,152,0,37
153,153,153,0,16
154,154,154,1,77
155,155,155,0,79
156,156,156,0,139
157,157,157,0,19
158,158,158,0,58
159,159,159,0,32
160,160,160,0,39
161,161,161,1,322
162,162,162,1,62
163,163,163,0,187
164,164,164,0,72
165,165,165,0,125
166,166,166,1,43
167,167,167,0,110
168,168,168,0,58
169,169,169,0,101
170,170,170,1,121
171,171,171,1,58
172,172,172,0,130
173,173,173,1,68
174,174,174,0,67
175,175,175,0,89
176,176,176,0,72
177,177,177,1,87
178,178,178,1,51
179,179,179,0,38
180,180,180,1,91
181,181,181,0,76
182,182,182,0,121
183,183,183,0,110
184,184,184,0,47
185,185,185,0,104
186,186,186,0,527
187,187,187,0,71
188,188,188,0,53
189,189,189,0,129
190,190,190,0,60
191,191,191,0,11
192,192,192,1,33
193,193,193,0,62
194,194,194,1,13
195,195,195,0,25
196,196,196,1,60
197,197,197,1,25
198,198,198,1,43
199,199,199,1,49
200,200,200,0,17
201,201,201,1,87
202,202,202,0,21
203,203,203,0,119
204,204,204,0,15
205,205,205,0,73
206,206,206,1,45
207,207,207,1,153
208,208,208,1,150
209,209,209,0,28
210,210,210,0,87
211,211,211,1,148
212,212,212,1,69
213,213,213,1,37
214,214,214,1,55
215,215,215,1,43
216,216,216,1,62
217,217,217,0,18
218,218,218,1,41
219,219,219,0,87
220,220,220,0,39
221,221,221,1,98
222,222,222,1,73
223,223,223,0,65
224,224,224,1,48
225,225,225,1,117
226,226,226,1,139
227,227,227,0,148
228,228,228,0,187
229,229,229,1,26
230,230,230,0,89
231,231,231,1,60
232,232,232,1,227
233,233,233,0,279
234,234,234,0,53
235,235,235,0,32
236,236,236,0,59
237,237,237,1,66
238,238,238,0,100
239,239,239,0,66
240,240,240,1,172
241,241,241,1,71
242,242,242,0,305
243,243,243,1,22
244,244,244,0,33
245,245,245,0,190
246,246,246,0,498
247,247,247,0,80
248,248,248,1,31
249,249,249,0,22
250,250,250,1,67
251,251,251,1,37
252,252,252,1,185
253,253,253,0,47
254,254,254,1,24
255,255,255,1,128
256,256,256,0,34
257,257,257,1,152
258,258,258,1,163
259,259,259,0,42
260,260,260,0,22
261,261,261,1,44
262,262,262,1,31
263,263,263,0,140
264,264,264,0,42
265,265,265,0,27
266,266,266,1,238
267,267,267,0,25
268,268,268,0,41
269,269,269,1,43
270,270,270,1,21
271,271,271,0,281
272,272,272,1,34
273,273,273,0,30
274,274,274,0,31
275,275,275,0,34
276,276,276,1,37
277,277,277,0,27
278,278,278,0,39
279,279,279,0,59
280,280,280,0,30
281,281,281,1,114
282,282,282,1,32
283,283,283,0,38
284,284,284,1,115
285,285,285,1,31
286,286,286,1,140
287,287,287,1,51
288,288,288,0,53
289,289,289,1,13
290,290,290,1,13
291,291,291,0,21
292,292,292,1,250
293,293,293,0,17
294,294,294,1,34
295,295,295,0,159
296,296,296,0,35
297,297,297,1,124
298,298,298,1,45
299,299,299,0,47
300,300,300,1,13
301,301,301,0,26
302,302,302,0,27
303,303,303,0,183
304,304,304,1,37
305,305,305,0,86
306,306,306,0,54
307,307,307,0,72
308,308,308,1,22
309,309,309,1,55
310,310,310,0,99
311,311,311,1,122
312,312,312,0,84
313,313,313,1,17
314,314,314,1,70
315,315,315,0,151
316,316,316,1,63
317,317,317,1,68
318,318,318,0,78
319,319,319,0,45
320,320,320,1,148
321,321,321,0,22
322,322,322,0,28
323,323,323,0,34
324,324,324,1,121
325,325,325,1,152
326,326,326,1,32
327,327,327,1,161
328,328,328,1,13
329,329,329,0,47
330,330,330,0,21
331,331,331,1,47
332,332,332,1,108
333,333,333,1,50
334,334,334,0,20
335,335,335,0,56
336,336,336,1,49
337,337,337,1,16
338,338,338,1,65
339,339,339,1,120
340,340,340,0,150
341,341,341,1,66
342,342,342,0,79
343,343,343,1,30
344,344,344,1,24
345,345,345,1,54
346,346,346,0,41
347,347,347,0,70
348,348,348,1,13
349,349,349,0,142
350,350,350,0,63
351,351,351,0,21
352,352,352,0,17
353,353,353,0,15
354,354,354,0,69
355,355,355,1,24
356,356,356,0,95
357,357,357,0,16
358,358,358,1,17
359,359,359,1,55
360,360,360,0,80
361,361,361,1,42
362,362,362,0,210
363,363,363,0,348
364,364,364,1,71
365,365,365,1,58
366,366,366,1,55
367,367,367,1,43
368,368,368,0,125
369,369,369,0,166
370,370,370,1,64
371,371,371,0,44
372,372,372,1,23
373,373,373,1,108
374,374,374,1,24
375,375,375,0,92
376,376,376,1,124
377,377,377,1,112
378,378,378,0,211
379,379,379,0,25
380,380,380,0,150
381,381,381,1,30
382,382,382,1,106
383,383,383,1,25
384,384,384,0,102
385,385,385,0,82
386,386,386,1,127
387,387,387,0,76
388,388,388,1,21
389,389,389,1,177
390,390,390,0,50
391,391,391,0,38
392,392,392,0,61
393,393,393,1,51
394,394,394,0,41
395,395,395,1,36
396,396,396,1,29
397,397,397,1,67
398,398,398,0,119
399,399,399,1,86
400,400,400,0,31
401,401,401,1,61
402,402,402,1,62
403,403,403,1,103
404,404,404,1,106
405,405,405,0,24
406,406,406,1,28
407,407,407,0,178
408,408,408,1,16
409,409,409,0,42
410,410,410,1,49
411,411,411,1,17
412,412,412,1,166
413,413,413,0,92
414,414,414,0,20
415,415,415,0,31
416,416,416,1,114
417,417,417,1,18
418,418,418,1,30
419,419,419,0,104
420,420,420,1,44
421,421,421,0,98
422,422,422,1,49
423,423,423,1,75
424,424,424,0,60
425,425,425,1,18
426,426,426,1,178
427,427,427,1,93
428,428,428,1,222
429,429,429,0,47
430,430,430,0,256
431,431,431,1,56
432,432,432,0,42
433,433,433,1,68
434,434,434,0,93
435,435,435,0,69
436,436,436,1,113
437,437,437,0,60
438,438,438,1,78
439,439,439,0,92
440,440,440,1,44
441,441,441,0,50
442,442,442,1,108
443,443,443,0,79
444,444,444,1,133
445,445,445,0,20
446,446,446,1,41
447,447,447,0,28
448,448,448,1,36
449,449,449,1,78
450,450,450,1,78
451,451,451,0,49
452,452,452,1,45
453,453,453,1,55
454,454,454,0,38
455,455,455,0,372
456,456,456,1,82
457,457,457,0,28
458,458,458,1,56
459,459,459,1,43
460,460,460,0,59
461,461,461,0,148
462,462,462,0,175
463,463,463,1,189
464,464,464,1,19
465,465,465,0,29
466,466,466,1,96
467,467,467,1,22
468,468,468,1,123
469,469,469,1,152
470,470,470,1,33
471,471,471,0,19
472,472,472,1,50
473,473,473,0,117
474,474,474,0,50
475,475,475,1,98
476,476,476,0,60
477,477,477,1,126
478,478,478,1,27
479,479,479,0,81
480,480,480,0,250
481,481,481,0,117
482,482,482,0,16
483,483,483,0,75
484,484,484,0,77
485,485,485,0,115
486,486,486,1,1011
487,487,487,1,98
488,488,488,0,47
489,489,489,0,38
490,490,490,1,98
491,491,491,1,47
492,492,492,0,92
493,493,493,1,117
494,494,494,0,49
495,495,495,1,45
496,496,496,0,47
497,497,497,0,66
498,498,498,0,146
499,499,499,0,104
500,500,500,0,30
501,501,501,0,20
502,502,502,1,67
503,503,503,0,57
504,504,504,0,31
505,505,505,0,20
506,506,506,1,19
507,507,507,1,92
508,508,508,1,52
509,509,509,0,201
510,510,510,0,104
511,511,511,1,40
512,512,512,1,45
513,513,513,1,27
514,514,514,1,126
515,515,515,1,137
516,516,516,1,29
517,517,517,1,106
518,518,518,1,321
519,519,519,1,39
520,520,520,0,44
521,521,521,0,32
522,522,522,0,450
523,523,523,0,177
524,524,524,0,121
525,525,525,0,48
526,526,526,0,31
527,527,527,0,40
528,528,528,1,50
529,529,529,1,31
530,530,530,0,93
531,531,531,0,145
532,532,532,0,62
533,533,533,0,24
534,534,534,1,25
535,535,535,1,44
536,536,536,0,16
537,537,537,1,24
538,538,538,0,82
539,539,539,1,16
540,540,540,1,21
541,541,541,1,118
542,542,542,0,49
543,543,543,0,59
544,544,544,0,27
545,545,545,0,38
546,546,546,0,243
547,547,547,0,55
548,548,548,1,38
549,549,549,1,63
550,550,550,0,25
551,551,551,1,68
552,552,552,1,18
553,553,553,1,110
554,554,554,0,28
555,555,555,1,80
556,556,556,1,98
557,557,557,0,125
558,558,558,1,41
559,559,559,1,29
560,560,560,0,30
561,561,561,1,112
562,562,562,0,196
563,563,563,1,55
564,564,564,0,31
565,565,565,0,39
566,566,566,0,193
567,567,567,0,45
568,568,568,1,168
569,569,569,1,50
570,570,570,1,13
571,571,571,1,82
572,572,572,1,37
573,573,573,0,34
574,574,574,1,61
575,575,575,1,305
576,576,576,0,43
577,577,577,1,35
578,578,578,0,13
579,579,579,1,22
580,580,580,1,71
581,581,581,0,148
582,582,582,1,62
583,583,583,1,44
584,584,584,0,77
585,585,585,1,49
586,586,586,1,47
587,587,587,0,34
588,588,588,1,184
589,589,589,0,192
590,590,590,0,20
591,591,591,1,79
592,592,592,1,35
593,593,593,0,33
594,594,594,0,31
595,595,595,1,86
596,596,596,1,170
597,597,597,0,216
598,598,598,0,54
599,599,599,0,50
600,600,600,0,117
601,601,601,0,108
602,602,602,1,111
603,603,603,1,53
604,604,604,0,25
605,605,605,1,19
606,606,606,1,111
607,607,607,1,47
608,608,608,0,113
609,609,609,0,28
610,610,610,1,47
611,611,611,1,524
612,612,612,0,79
613,613,613,0,134
614,614,614,0,43
615,615,615,0,101
616,616,616,1,125
617,617,617,1,73
618,618,618,1,107
619,619,619,1,58
620,620,620,1,224
621,621,621,0,93
622,622,622,0,17
623,623,623,1,66
624,624,624,1,69
625,625,625,1,191
626,626,626,1,127
627,627,627,0,39
628,628,628,0,82
629,629,629,1,40
630,630,630,1,52
631,631,631,1,128
632,632,632,0,71
633,633,633,1,59
634,634,634,1,59
635,635,635,1,67
636,636,636,1,15
637,637,637,1,229
638,638,638,1,136
639,639,639,1,30
640,640,640,0,98
641,641,641,0,76
642,642,642,0,293
643,643,643,1,13
644,644,644,0,54
645,645,645,0,45
646,646,646,0,17
647,647,647,1,71
648,648,648,0,43
649,649,649,1,240
650,650,650,0,14
651,651,651,0,32
652,652,652,1,225
653,653,653,0,19
654,654,654,1,29
655,655,655,1,20
656,656,656,0,30
657,657,657,0,71
658,658,658,1,205
659,659,659,1,16
660,660,660,1,62
661,661,661,0,262
662,662,662,1,86
663,663,663,0,21
664,664,664,1,40
665,665,665,1,22
666,666,666,1,30
667,667,667,1,61
668,668,668,0,34
669,669,669,1,81
670,670,670,1,54
671,671,671,1,123
672,672,672,1,35
673,673,673,0,46
674,674,674,1,49
675,675,675,1,58
676,676,676,1,99
677,677,677,1,99
678,678,678,0,127
679,679,679,0,21
680,680,680,1,39
681,681,681,0,46
682,682,682,0,17
683,683,683,0,31
684,684,684,0,18
685,685,685,1,206
686,686,686,1,221
687,687,687,0,31
688,688,688,1,80
689,689,689,0,60
690,690,690,1,72
691,691,691,0,45
692,692,692,0,50
693,693,693,0,24
694,694,694,1,219
695,695,695,1,82
696,696,696,0,48
697,697,697,0,130
698,698,698,0,243
699,699,699,1,13
700,700,700,0,57
701,701,701,0,33
702,702,702,0,39
703,703,703,1,94
704,704,704,1,32
705,705,705,1,53
706,706,706,1,77
707,707,707,0,15
708,708,708,0,146
709,709,709,0,67
710,710,710,1,22
711,711,711,0,59
712,712,712,0,45
713,713,713,0,120
714,714,714,0,66
715,715,715,0,48
716,716,716,0,67
717,717,717,0,51
718,718,718,0,47
719,719,719,1,460
720,720,720,0,40
721,721,721,1,33
722,722,722,0,136
723,723,723,1,24
724,724,724,0,99
725,725,725,0,34
726,726,726,0,297
727,727,727,1,38
728,728,728,0,77
729,729,729,0,30
730,730,730,1,23
731,731,731,1,55
732,732,732,0,67
733,733,733,1,118
734,734,734,0,50
735,735,735,0,18
736,736,736,0,220
737,737,737,0,52
738,738,738,1,98
739,739,739,0,62
740,740,740,0,54
741,741,741,0,34
742,742,742,1,91
743,743,743,0,282
744,744,744,1,26
745,745,745,1,33
746,746,746,0,23
747,747,747,0,236
748,748,748,1,48
749,749,749,1,78
750,750,750,1,24
751,751,751,1,57
752,752,752,0,116
753,753,753,0,32
754,754,754,1,151
755,755,755,1,38
756,756,756,1,122
757,757,757,1,117
758,758,758,0,60
759,759,759,0,35
760,760,760,1,39
761,761,761,1,69
762,762,762,1,14
763,763,763,0,215
764,764,764,0,131
765,765,765,0,341
766,766,766,1,35
767,767,767,1,71
768,768,768,1,31
769,769,769,0,33
770,770,770,0,52
771,771,771,1,51
772,772,772,0,24
773,773,773,0,80
774,774,774,1,126
775,775,775,1,122
776,776,776,1,122
777,777,777,1,99
778,778,778,1,199
779,779,779,1,83
780,780,780,0,52
781,781,781,0,10
782,782,782,0,57
783,783,783,0,36
784,784,784,0,188
785,785,785,0,28
786,786,786,0,55
787,787,787,1,39
788,788,788,1,77
789,789,789,1,56
790,790,790,0,82
791,791,791,0,79
792,792,792,0,175
793,793,793,1,105
794,794,794,0,42
795,795,795,1,19
796,796,796,0,196
797,797,797,0,52
798,798,798,0,318
799,799,799,1,60
800,800,800,0,50
801,801,801,1,94
802,802,802,0,56
803,803,803,1,72
804,804,804,1,64
805,805,805,1,21
806,806,806,0,81
807,807,807,0,28
808,808,808,0,15
809,809,809,0,75
810,810,810,1,74
811,811,811,1,21
812,812,812,0,38
813,813,813,1,66
814,814,814,0,28
815,815,815,1,40
816,816,816,0,80
817,817,817,1,139
818,818,818,0,114
819,819,819,1,51
820,820,820,1,31
821,821,821,1,141
822,822,822,0,18
823,823,823,1,25
824,824,824,1,24
825,825,825,0,30
826,826,826,0,43
827,827,827,1,35
828,828,828,1,65
829,829,829,0,68
830,830,830,0,26
831,831,831,1,94
832,832,832,0,42
833,833,833,0,66
834,834,834,0,144
835,835,835,1,75
836,836,836,0,21
837,837,837,0,285
838,838,838,0,83
839,839,839,0,115
840,840,840,1,38
841,841,841,0,36
842,842,842,0,68
843,843,843,1,35
844,844,844,0,59
845,845,845,1,82
846,846,846,0,116
847,847,847,0,67
848,848,848,0,64
849,849,849,0,66
850,850,850,0,21
851,851,851,1,87
852,852,852,1,14
853,853,853,1,94
854,854,854,1,78
855,855,855,0,41
856,856,856,1,119
857,857,857,1,52
858,858,858,1,16
859,859,859,1,24
860,860,860,1,75
861,861,861,0,80
862,862,862,0,76
863,863,863,1,85
864,864,864,1,92
865,865,865,1,57
866,866,866,1,262
867,867,867,1,106
868,868,868,1,171
869,869,869,0,80
870,870,870,0,50
871,871,871,1,35
872,872,872,0,70
873,873,873,0,217
874,874,874,0,151
875,875,875,1,21
876,876,876,1,74
877,877,877,0,127
878,878,878,0,74
879,879,879,0,142
880,880,880,0,51
881,881,881,1,92
882,882,882,1,45
883,883,883,1,20
884,884,884,1,23
885,885,885,1,30
886,886,886,1,133
887,887,887,0,65
888,888,888,1,179
889,889,889,0,70
890,890,890,0,188
891,891,891,0,162
892,892,892,1,100
893,893,893,0,33
894,894,894,0,161
895,895,895,1,334
896,896,896,0,202
897,897,897,0,112
898,898,898,0,236
899,899,899,0,74
900,900,900,0,63
901,901,901,1,143
902,902,902,0,526
903,903,903,0,187
904,904,904,1,36
905,905,905,1,48
906,906,906,0,81
907,907,907,0,166
908,908,908,0,15
909,909,909,0,189
910,910,910,1,67
911,911,911,1,93
912,912,912,0,194
913,913,913,0,21
914,914,914,1,13
915,915,915,0,31
916,916,916,1,119
917,917,917,0,136
918,918,918,1,33
919,919,919,0,69
920,920,920,1,17
921,921,921,0,186
922,922,922,0,44
923,923,923,1,130
924,924,924,1,104
925,925,925,1,57
926,926,926,1,30
927,927,927,0,48
928,928,928,1,58
929,929,929,0,40
930,930,930,1,28
931,931,931,1,21
932,932,932,1,98
933,933,933,1,106
934,934,934,1,41
935,935,935,1,162
936,936,936,1,38
937,937,937,1,137
938,938,938,0,27
939,939,939,1,94
940,940,940,1,32
941,941,941,1,81
942,942,942,0,67
943,943,943,1,57
944,944,944,0,39
945,945,945,1,59
946,946,946,0,39
947,947,947,1,395
948,948,948,1,176
949,949,949,0,56
950,950,950,0,69
951,951,951,1,122
952,952,952,1,80
953,953,953,1,185
954,954,954,1,26
955,955,955,1,36
956,956,956,1,36
957,957,957,1,59
958,958,958,0,50
959,959,959,0,20
960,960,960,1,55
